:ID,:LABEL,id,name,category,def
KW-1078,Keyword,KW-1078,G1/S host cell cycle checkpoint dysregulation by virus,Biological process,"Viral protein involved in the modulation of host cell cycleprogression by dysregulating the G1/S transition. Some viruses benefitfrom an arrest in G1 to S phase transition, while others force throughS phase to favor their own replication"
KW-0298,Keyword,KW-0298,Galactitol metabolism,Biological process,"Protein involved in the biochemical reactions with galactitol. Thissugar alcohol is derived from galactose. It can be found in certainbacteria, yeasts, fungi and plants. In humans, the congenitalgalactosemic cataracts are due to an accumulation of galactitol withinthe lens"
KW-0299,Keyword,KW-0299,Galactose metabolism,Biological process,"Protein involved in the biochemical reactions with the monosaccharidegalactose. This optical isomer (epimer) of glucose is a constituent ofvarious oligosaccharides (e.g. lactose, raffinose), polysaccharides(e.g. galactans, agar, gum arabic) and also of sphingolipids(galactocerebrosides)"
KW-0301,Keyword,KW-0301,Gamma-carboxyglutamic acid,PTM,"Protein which possesses at least one gamma-carboxyglutamic acid, avitamin K dependent post-translational modification of a glutamateresidue found in blood coagulation proteins and in the proteins ofcalcified tissues. Gamma-carboxyglutamyl residues are good chelatorsof calcium ions. There are two natural forms of vitamin K, which arephylloquinone (vitamin K1 or phytylmenaquinone) in green vegetablesand menaquinone (vitamin K2 or menaquinone-n, depending of the numberof isoprene units of the side-chain or MK-n) in intestinal bacteria,as well as one synthetic provitamin form, menadione (vitamin K3). Ininfants, the primary symptom of a deficiency of this fat-solublevitamin is a hemorrhagic syndrome"
KW-0331,Keyword,KW-0331,Gangliosidosis,Disease,"Protein which, if defective, causes gangliosidosis. Gangliosidosisdefines any of a group of autosomal recessive lysosomal storagediseases characterized by the accumulation of gangliosides GM1 or GM2and related glycoconiugates, and by progressive psychomotordeterioration. Subtypes include GM1-gangliosidoses and GM2-gangliosidoses"
KW-0303,Keyword,KW-0303,Gap junction,Cellular component,"Protein component of gap junctions which are specialized regions ofthe plasma membrane formed by a cluster of channels allowing smallmolecules to diffuse from the cytosol of one cell to that of anadjacent cell. A current model of the gap junction consists of acluster of gap-junction channels. Both membranes contain connexonhemichannels, composed of a hexamer of an integral membrane proteinwhich is often referred to as connexin. The junction of two adjacentconnexons forms a gap-junction channel"
KW-0302,Keyword,KW-0302,Gap protein,Molecular function,"A group of insect proteins which are crucial for the development ofproper embryonic segmentation. These are the first proteins thatdefine the coarsest subdivisions. Generally, gap gene mutations arelethal and eliminate a large block of contiguous segments from theembryo"
KW-0304,Keyword,KW-0304,Gas vesicle,Cellular component,"Protein component of, or involved in the formation of, gas vesicles,which are a rigid, hollow structure found in five phyla of theBacteria and two groups of the Archaea, but mostly restricted toplanktonic microorganisms, in which they provide buoyancy. Byregulating their relative gas vesicle content, aquatic microbes areable to perform vertical migrations. The gas vesicle is impermeable toliquid water, but is highly permeable to gases and is normally filledwith air. Two proteins have been shown to be present in the gasvesicle: GVPa, which makes the ribs that form the structure, and GVPc,which binds to the outside of the ribs and stiffens the structureagainst collapse"
KW-0305,Keyword,KW-0305,Gaseous exchange,Biological process,Protein involved in the exchange of gases
KW-0306,Keyword,KW-0306,Gastrulation,Biological process,"Protein involved in gastrulation, a stage in early embryogenesis inwhich cell movements result in a massive reorganization of the embryofrom an initially unstructured group of cells, the blastula, into amulti-layered organism. During gastrulation, the primary germ layers(endoderm, mesoderm, and ectoderm) are formed and organized in theirproper locations for further development"
KW-0307,Keyword,KW-0307,Gaucher disease,Disease,"Protein which, if defective, causes Gaucher disease, the mostprevalent sphingolipid storage disorder caused by a recessivelyinherited deficiency of the enzyme glucocerebrosidase. Most common inAshkenazi Jews, it is associated with hepatosplenomegaly (enlargementof liver and spleen) and, in severe early onset forms of the disease,with neurological dysfunction"
KW-0308,Keyword,KW-0308,Genetically modified food,Technical term,Any protein used in a biotechnological process that results in themodification of a naturally occurring food (crop or livestock)Examples include proteins introduced to enable herbicide or insectresistance or proteins that act in fruit ripening
KW-0309,Keyword,KW-0309,Germination,Biological process,"Protein involved in germination, the physiological and developmentalchanges by a seed, spore, pollen grain (microspore), or zygote thatoccur after release from dormancy, and encompassing events prior toand including the first visible indications of growth"
KW-0939,Keyword,KW-0939,Gibberellin signaling pathway,Biological process,"Protein involved in the gibberellin (GA) signaling pathway (e.gtransport and signal transduction) that regulates many aspects ofplant growth including seed germination, hypocotyl elongation, stemelongation, leaf expansion, trichome development, pollen maturationand flower and fruit development. GAs are tetracyclic diterpenoidphytohormones found in plants, fungi and bacteria. They are namedGA1....GAn in order of discovery. The term ""gibberellin"" was firstgiven to a substance, produced by the fungus Gibberella fujikuroi,which caused overgrowth symptoms in rice. This substance was laterproven to be a mixture of GAs, with GA1 and GA3 being the activefactors"
KW-0955,Keyword,KW-0955,Glaucoma,Disease,"Protein which, if defective, causes glaucoma, a group of eye diseasescharacterized by pathological changes in the optic disk, progressiveloss of optic nerve axons and visual field defects. Most of thepatients with glaucoma have an increased intraocular pressure. Thedisease is painless and often diagnosed at a late stage, when visualfield defects are severe. Glaucoma is one of the leading causes ofblindness worldwide"
KW-0311,Keyword,KW-0311,Gluconate utilization,Biological process,Protein involved in the biochemical pathway(s) in which gluconate isthe carbon source
KW-0312,Keyword,KW-0312,Gluconeogenesis,Biological process,"Protein involved in the biosynthesis of ""new"" glucose from suchnoncarbohydrate precursors as pyruvate, lactate, certain amino acidsand intermediates of the tricarboxylic acid cycle"
KW-0313,Keyword,KW-0313,Glucose metabolism,Biological process,Protein involved in the biochemical reactions with the 6-carbon aldosesugar glucose
KW-0314,Keyword,KW-0314,Glutamate biosynthesis,Biological process,Protein involved in the synthesis of the acidic amino acid glutamateGlutamate is a component of proteins and can also act as aneurotransmitter in the central nervous system
KW-0315,Keyword,KW-0315,Glutamine amidotransferase,Domain,Enzyme that catalyzes the removal of the ammonia group from glutamineand transfers it to a substrate to form a new carbon-nitrogen groupGlutamine amidotransferase (GATase) domains can occur either as singlepolypeptides or as domains in larger multifunctional proteins. Thereexist two classes of glutamine amidotransferases domains: I and II
KW-0316,Keyword,KW-0316,Glutaricaciduria,Disease,"Protein which, if defective, causes glutaricaciduria (GA), a metabolicdisorder characterized by the excretion of glutaric acid in the urineType I GA is caused by the deficiency of glutaryl-CoA dehydrogenase, amitochondrial enzyme involved in the metabolism of lysine,hydroxylysine and tryptophan. Type II GA differs from type I in thatmultiple acyl-CoA dehydrogenase deficiencies result in a largeexcretion not only of glutaric acid but also of lactic, ethylmalonic,butyric, isobutyric, 2-methyl-butyric, and isovaleric acids. GA II canresult from a deficiency of any one of 3 mitochondrial molecules: thealpha and beta subunits of electron transfer flavoprotein and electrontransfer flavoprotein-ubiquinone oxidoreductase"
KW-0317,Keyword,KW-0317,Glutathione biosynthesis,Biological process,"Protein involved in the synthesis of the tripeptide glutathione(Gamma-Glu-Cys-Gly). Glutathione sulphydryl group is kept largely inthe reduced state; this allows it to act as a sulphydryl buffer,reducing any disulphide bonds formed within cytoplasmic proteins tocysteines. Glutathione is also important as a cofactor for the enzymeglutathione peroxidase, in the uptake of amino acids and participatesin leucotriene synthesis. Glutathione contains an unusual peptidelinkage between the carboxyl group of the glutamate side chain and theamine group of cysteine"
